Sujeto;Canal;Coeficiente;Condicion;Entropia Coeficiente;Entropia FFT;Entropia PSD
0;EEG Fp2;cD3;Relaxed;7.129777326017502;6.507874149497977;6.250460081102183
0;EEG Fp2;cD3;Stress;6.848701995413425;5.775190750157499;3.1792644732035775
0;EEG Fp2;cD2;Relaxed;6.880886751662938;6.276038156193263;5.953060639423114
0;EEG Fp2;cD2;Stress;6.186398579329179;5.889654779918019;2.908190480933568
0;EEG Fp2;cD1;Relaxed;6.684699919371025;4.416400559848408;6.046858046168151
0;EEG Fp2;cD1;Stress;4.470092887408105;6.926961517124489;6.2687897553393945
0;EEG F3;cA8;Relaxed;6.421070260000762;6.3878489308691435;3.8640133388729803
0;EEG F3;cA8;Stress;6.155417207058871;5.996518191359736;4.357264553448773
0;EEG F3;cD8;Relaxed;6.372919157067675;6.570837129205253;5.391201429374545
0;EEG F3;cD8;Stress;6.585344925109202;6.417061780404524;4.06634410698159
0;EEG F3;cD7;Relaxed;7.028069469851388;6.976205779644227;6.25426027486709
0;EEG F3;cD7;Stress;7.118044222536212;6.372860081491517;3.568069390737135
0;EEG F3;cD6;Relaxed;6.804306880465225;7.250202335891764;6.343483336916137
0;EEG F3;cD6;Stress;7.213836116638664;7.018155821295808;4.488540221679474
0;EEG F3;cD5;Relaxed;7.193478353555776;6.433263747401062;4.99307108660137
0;EEG F3;cD5;Stress;7.087143703577306;6.21980211701195;3.4957345400459623
0;EEG F3;cD4;Relaxed;7.093331960180487;6.800276453630122;6.004146612026082
0;EEG F3;cD4;Stress;7.066221525787338;6.367192740861345;2.9214845598120016
0;EEG F3;cD3;Relaxed;7.045720553084653;6.449464839550293;6.27639014286921
0;EEG F3;cD3;Stress;7.007686987520362;5.69326745374239;3.055754862541904
0;EEG F3;cD2;Relaxed;6.846990765669719;6.245061680727533;6.312475584978154
0;EEG F3;cD2;Stress;5.9669146510893745;5.451830450230173;2.3910355332260584
0;EEG F3;cD1;Relaxed;5.320047799753979;5.286973355222628;6.079917445443269
0;EEG F3;cD1;Stress;5.231902204364894;7.0601785872090055;6.142907344815928
0;EEG F4;cA8;Relaxed;6.258896883050314;6.170709146284685;3.230819078393008
0;EEG F4;cA8;Stress;6.489877965965358;5.568043991269906;4.442956219084387
0;EEG F4;cD8;Relaxed;7.100022797481708;6.51019605114786;5.774860596185443
0;EEG F4;cD8;Stress;6.763557044945607;6.514971207417543;4.668886248847951
0;EEG F4;cD7;Relaxed;6.926372391187911;7.056223728817653;6.115499542077247
0;EEG F4;cD7;Stress;6.9829310609452095;6.925966236307758;3.7653257024622966
0;EEG F4;cD6;Relaxed;6.922752661102745;7.221856629228567;6.44441008116927
0;EEG F4;cD6;Stress;7.193688041147509;6.930214570200511;4.54036601409016
0;EEG F4;cD5;Relaxed;6.973435355464663;6.448953617739813;4.937102112090076
0;EEG F4;cD5;Stress;7.2078826315713584;6.186027272210295;3.5039362551661455
0;EEG F4;cD4;Relaxed;7.152407968975135;6.857422613760648;5.9935201816624435
0;EEG F4;cD4;Stress;7.114991814892296;6.231137631779525;2.7794245193765637
0;EEG F4;cD3;Relaxed;6.963680222227108;6.331703769593819;6.241582197166319
0;EEG F4;cD3;Stress;6.725930377722724;5.692076495919856;3.0385066198393287
0;EEG F4;cD2;Relaxed;6.812421554860568;6.202345080005083;6.185618778957997
0;EEG F4;cD2;Stress;5.995127940257593;5.802440147713756;2.533365741113121
0;EEG F4;cD1;Relaxed;4.940866016748563;5.2611815994757904;6.123403030516425
0;EEG F4;cD1;Stress;5.391327376240116;7.15933970538651;6.3752652397852065
0;EEG F7;cA8;Relaxed;6.794896279660822;6.111675610645139;3.7154354601947954
0;EEG F7;cA8;Stress;6.426394108988186;5.769396085477723;4.339347161000678
0;EEG F7;cD8;Relaxed;6.898860290470041;6.622848548557807;5.166759974483215
0;EEG F7;cD8;Stress;6.409033548052574;6.2777399591119;4.421633374609656
0;EEG F7;cD7;Relaxed;7.0246965158257435;6.988336783831427;6.064413569474278
0;EEG F7;cD7;Stress;7.084454115975991;6.8651919499703755;3.3214929592458926
0;EEG F7;cD6;Relaxed;6.544583147210364;7.28270433804394;6.2115488407250234
0;EEG F7;cD6;Stress;7.179643276550275;6.844818522167575;4.662131337116209
0;EEG F7;cD5;Relaxed;7.140599977552282;6.511082320179858;5.130424639310075
0;EEG F7;cD5;Stress;7.080374505997231;6.318401368524489;3.4621337917254027
0;EEG F7;cD4;Relaxed;7.065019763233522;6.645216519120296;6.170889053920089
0;EEG F7;cD4;Stress;6.487492553213854;6.606233337494445;2.740257032547778
0;EEG F7;cD3;Relaxed;7.1314226888187;6.424356771156753;6.142707100250323
0;EEG F7;cD3;Stress;5.748316146216814;5.372961124029947;3.474083162040624
0;EEG F7;cD2;Relaxed;6.493795955886197;6.330732944808364;6.071239806073008
0;EEG F7;cD2;Stress;5.3665373732542925;5.39044097022384;2.3630420164616717
0;EEG F7;cD1;Relaxed;5.745435993871996;4.785301011272775;6.064413569474278
0;EEG F7;cD1;Stress;5.109420648708517;6.787013494117893;6.1787925423592664
0;EEG F8;cA8;Relaxed;6.6041676762623105;6.004960224005369;3.5108111149222827
0;EEG F8;cA8;Stress;6.42351115252669;5.959429674477743;4.547975702575315
0;EEG F8;cD8;Relaxed;6.8535725826248886;6.415672673837557;5.543141118715739
0;EEG F8;cD8;Stress;6.9024301765094265;6.400644987044862;4.452065319844766
0;EEG F8;cD7;Relaxed;6.544259657926581;7.01367893150002;5.873689856806619
0;EEG F8;cD7;Stress;7.071389414855263;6.75697934627617;3.8067240469497468
0;EEG F8;cD6;Relaxed;6.87099398477509;7.034059299035425;6.135106712720509
0;EEG F8;cD6;Stress;7.068699502120451;6.89483641790418;4.851317440319819
0;EEG F8;cD5;Relaxed;6.981966680969185;6.616037408559674;5.048385760934245
0;EEG F8;cD5;Stress;7.06917855528642;6.205199981191943;3.5505913686716792
0;EEG F8;cD4;Relaxed;7.1458814991742585;6.876433977103911;6.091318026737991
0;EEG F8;cD4;Stress;7.2540579003951375;6.45194946456809;2.7610798185446512
0;EEG F8;cD3;Relaxed;7.162408572434996;6.144197244474976;6.435532197233401
0;EEG F8;cD3;Stress;6.788299235315988;5.5191587976243675;3.354719959365274
0;EEG F8;cD2;Relaxed;6.786788025574467;6.360500367371473;6.114725391146161
0;EEG F8;cD2;Stress;6.314578605289553;5.5874343682177825;2.8079040730899423
0;EEG F8;cD1;Relaxed;6.495678705791779;4.556428923285005;6.007946805790989
0;EEG F8;cD1;Stress;4.442904882857151;7.077100732413767;6.30944954214433
0;EEG T3;cA8;Relaxed;6.872414016880133;5.976466854604839;3.25791451258371
0;EEG T3;cA8;Stress;6.982263336698878;5.276183678739217;4.53798119153007
0;EEG T3;cD8;Relaxed;6.70017774087656;6.677649506181586;5.87507781850382
0;EEG T3;cD8;Stress;7.05259903762504;6.646868640235626;4.4622840369397005
0;EEG T3;cD7;Relaxed;7.062767128533055;7.048083765786351;5.96933866632319
0;EEG T3;cD7;Stress;7.113644294698181;6.744920642003868;4.090206189649684
0;EEG T3;cD6;Relaxed;6.945978081340019;6.9558299080430075;5.645706061967728
0;EEG T3;cD6;Stress;7.20356450620341;6.945330845699404;4.040741789801835
0;EEG T3;cD5;Relaxed;7.291905459276447;6.881228177101204;4.981167159831682
0;EEG T3;cD5;Stress;6.967890059883345;6.497062364179623;2.8637948189161393
0;EEG T3;cD4;Relaxed;6.993796069239912;6.897099526058043;6.0557359301040155
0;EEG T3;cD4;Stress;7.034032427218469;6.663046874408003;2.7123516466117263
0;EEG T3;cD3;Relaxed;6.956703974596628;6.440101995568327;6.219452329164199
0;EEG T3;cD3;Stress;5.702000995551401;5.822052595002678;2.720981996684524
0;EEG T3;cD2;Relaxed;6.497934592840208;6.198082176071514;6.224026673860191
0;EEG T3;cD2;Stress;5.216997102128617;5.923207985514481;2.819323180446897
0;EEG T3;cD1;Relaxed;6.3292951493037375;4.34593460296921;6.00239806559831
0;EEG T3;cD1;Stress;5.381876675157509;7.0462543884512385;6.161237019053139
0;EEG T4;cA8;Relaxed;7.055503307326509;6.526054936853278;3.2197071133718023
0;EEG T4;cA8;Stress;6.289948542681484;5.850476044036257;4.142155590794528
0;EEG T4;cD8;Relaxed;6.9122671075760795;6.7776502577452185;5.62862437997733
0;EEG T4;cD8;Stress;6.56712542785773;6.554888788578028;4.3026588120912
0;EEG T4;cD7;Relaxed;6.8293609582976735;6.721294020922934;6.139881301982104
0;EEG T4;cD7;Stress;6.318108678977621;6.312482224654503;4.096837076591263
0;EEG T4;cD6;Relaxed;6.8574609157246025;7.247593128029477;6.119803081317121
0;EEG T4;cD6;Stress;6.55175677695622;6.356549291777782;4.618547197905576
0;EEG T4;cD5;Relaxed;6.940879628523939;6.7034415068596545;5.482418170872544
0;EEG T4;cD5;Stress;7.042708976728111;6.480607964897566;3.2034519812462436
0;EEG T4;cD4;Relaxed;6.971616936235911;6.768516816499623;6.183366887055257
0;EEG T4;cD4;Stress;7.2069264080911895;6.2642164947150265;2.826439611289463
0;EEG T4;cD3;Relaxed;6.768065155271433;6.578962566512391;6.237782003401412
0;EEG T4;cD3;Stress;5.520600459449722;5.735368888692028;2.8158609729067994
0;EEG T4;cD2;Relaxed;6.523059590476224;6.512238494739527;5.910349205281043
0;EEG T4;cD2;Stress;4.9939409662270915;5.927509369031877;2.7920381301334656
0;EEG T4;cD1;Relaxed;5.648435554832202;5.0414928887554105;6.022676530828896
0;EEG T4;cD1;Stress;4.953269692130711;7.21228672733317;6.2550344257981765
0;EEG C3;cA8;Relaxed;6.330556899599394;5.7618396991433904;3.2988650299768003
0;EEG C3;cA8;Stress;6.44822444221389;5.6697580800943745;4.570375840697576
0;EEG C3;cD8;Relaxed;6.9755940194840615;6.445751321799872;5.423642368691702
0;EEG C3;cD8;Stress;6.704375687603374;6.415438908586349;4.245663511601834
0;EEG C3;cD7;Relaxed;6.728023643319152;7.140213254143806;6.051935736339108
0;EEG C3;cD7;Stress;7.140457898250434;6.684957384319915;3.817735492520846
0;EEG C3;cD6;Relaxed;6.858660442991302;7.137961806783311;6.411350681894147
0;EEG C3;cD6;Stress;7.149952998127578;7.118693881184317;4.5694593061581354
0;EEG C3;cD5;Relaxed;7.239152756512786;6.543496187132954;5.29612212481688
0;EEG C3;cD5;Stress;6.9979419162682905;6.316768649855802;3.3657607728439993
0;EEG C3;cD4;Relaxed;7.014257420566526;6.756556414836762;6.112673743809028
0;EEG C3;cD4;Stress;7.20296303394276;6.461423895120605;2.6221967674717668
0;EEG C3;cD3;Relaxed;7.037700441647211;6.55044801627535;6.2697641508360835
0;EEG C3;cD3;Stress;6.619390955411104;5.884809365827317;2.907528585012305
0;EEG C3;cD2;Relaxed;6.705313109948872;6.4060692752411414;6.093369674075127
0;EEG C3;cD2;Stress;5.809546357533323;6.066107204871968;2.6844442876696766
0;EEG C3;cD1;Relaxed;6.260380763069261;4.7403195775635805;6.086543437476397
0;EEG C3;cD1;Stress;4.486565005148463;7.238761106592401;6.312475584978154
0;EEG C4;cA8;Relaxed;6.962700382571363;6.601384229900004;3.2567375617789995
0;EEG C4;cA8;Stress;6.784390220882967;5.751953853961398;4.550916397091876
0;EEG C4;cD8;Relaxed;6.966160589570299;6.828596712933843;5.769413651789075
0;EEG C4;cD8;Stress;7.117295293096353;6.5017615539169835;4.3681702112459835
0;EEG C4;cD7;Relaxed;6.878234683335535;6.856261353312329;5.974216111928545
0;EEG C4;cD7;Stress;7.233761033974613;7.139847442502845;4.0080871009053265
0;EEG C4;cD6;Relaxed;6.856669728730031;7.3601788863317505;5.931380550414355
0;EEG C4;cD6;Stress;7.267438177001542;6.867939201579583;4.3524582411814725
0;EEG C4;cD5;Relaxed;7.037990700799626;6.54857692348659;5.2963223693824855
0;EEG C4;cD5;Stress;7.156208023240663;6.380829102573529;3.5299988165215446
0;EEG C4;cD4;Relaxed;7.093372904776935;6.951778700651466;5.9476585773144315
0;EEG C4;cD4;Stress;7.202437331953374;6.256375811057029;2.727901401760707
0;EEG C4;cD3;Relaxed;6.905735353210071;6.3921775915389745;6.198096612093165
0;EEG C4;cD3;Stress;6.301866222617677;5.883194998762281;2.992028315120185
0;EEG C4;cD2;Relaxed;6.720840344067753;6.498629606587523;6.035154363964066
0;EEG C4;cD2;Stress;5.714930765824712;5.817108103832168;2.711915086574513
0;EEG C4;cD1;Relaxed;6.207420477175524;4.7532394860493;6.003822240088358
0;EEG C4;cD1;Stress;5.588890548842093;7.204755981309769;6.319101577011281
0;EEG T5;cA8;Relaxed;6.903013048620942;6.190316827873103;3.434080483648672
0;EEG T5;cA8;Stress;6.747876020957044;5.157040763378029;4.88966618634759
0;EEG T5;cD8;Relaxed;7.129252485659185;5.834074580076921;4.96593737535936
0;EEG T5;cD8;Stress;6.871253012995728;6.632398861097174;4.4259402141974835
0;EEG T5;cD7;Relaxed;6.973111408852823;7.043530102263635;5.244679484822944
0;EEG T5;cD7;Stress;7.054543460866736;6.479414505921169;4.351411882598667
0;EEG T5;cD6;Relaxed;6.724209509264645;7.339962378711776;6.4489844258652615
0;EEG T5;cD6;Stress;6.679719735177088;6.714210456465958;4.435451891601524
0;EEG T5;cD5;Relaxed;6.786905711761828;6.70928775527214;5.3294523295481175
0;EEG T5;cD5;Stress;6.877553159436403;6.53629625361767;3.024814203241455
0;EEG T5;cD4;Relaxed;6.726491588139712;6.690859748870277;6.213600488062157
0;EEG T5;cD4;Stress;6.945797313180938;6.370863363306175;2.7799727093193645
0;EEG T5;cD3;Relaxed;6.582747531984084;6.643610298060236;6.454836266967304
0;EEG T5;cD3;Stress;5.940396123742924;5.868549613933115;2.717465382392278
0;EEG T5;cD2;Relaxed;5.967950019581107;6.208506139564243;6.170114902989004
0;EEG T5;cD2;Stress;5.229675253132914;5.988792304237068;2.754970803040277
0;EEG T5;cD1;Relaxed;5.3613831027399526;4.837050091402867;6.200922410361385
0;EEG T5;cD1;Stress;5.254263122545762;7.081913324281159;6.172616329319501
0;EEG T6;cA8;Relaxed;6.925623041762821;6.375559931203112;3.849246879528509
0;EEG T6;cA8;Stress;6.977423689964658;5.674700499799379;4.891240735792882
0;EEG T6;cD8;Relaxed;6.912772161954248;6.7148284002154055;5.752925391173919
0;EEG T6;cD8;Stress;7.032704737509334;6.69999587489667;4.905540252212915
0;EEG T6;cD7;Relaxed;6.991035931584001;6.773514943085913;5.999572267330089
0;EEG T6;cD7;Stress;7.039523369682716;6.801769387651485;4.296350626353918
0;EEG T6;cD6;Relaxed;6.775381683617281;6.992347735980772;6.423828515029317
0;EEG T6;cD6;Stress;6.876037929894054;6.967488642151965;4.637359780478266
0;EEG T6;cD5;Relaxed;6.827244342981112;6.678946795851733;5.3857949658592865
0;EEG T6;cD5;Stress;6.74586056181981;6.20257322752772;3.0566176438061063
0;EEG T6;cD4;Relaxed;7.048365445684079;6.559424199452177;6.248408433765048
0;EEG T6;cD4;Stress;6.835300189524922;6.0325982097260775;2.9359388589600766
0;EEG T6;cD3;Relaxed;6.826732824059981;6.642992664468251;6.2629379142373525
0;EEG T6;cD3;Stress;5.882567719810065;6.028467880074642;2.866142430168378
0;EEG T6;cD2;Relaxed;6.54889960408972;6.4686553080653795;6.135756736279474
0;EEG T6;cD2;Stress;5.274472554604209;5.947117036667833;2.8798379587258425
0;EEG T6;cD1;Relaxed;4.692614941732711;5.442638676172099;6.041780355997193
0;EEG T6;cD1;Stress;5.377066286543539;7.117424412591189;6.250460081102184
0;EEG P3;cA8;Relaxed;6.834858588282209;6.520577562599947;3.5484119814251067
0;EEG P3;cA8;Stress;6.751896567082014;5.914232962570905;4.553499425595318
0;EEG P3;cD8;Relaxed;6.857210619565941;6.78664266263034;5.462639868739778
0;EEG P3;cD8;Stress;6.932893023736008;6.289978107633371;4.53708181378258
0;EEG P3;cD7;Relaxed;7.073098466661529;7.01339762031661;5.94025843435022
0;EEG P3;cD7;Stress;7.123417756240842;6.848671812105188;3.64017758269231
0;EEG P3;cD6;Relaxed;6.998171852524503;7.053269062669228;5.9500345965892905
0;EEG P3;cD6;Stress;7.140191634290067;6.695208469468932;4.382981781170737
0;EEG P3;cD5;Relaxed;6.793479428961055;6.739840998556138;5.305899566739466
0;EEG P3;cD5;Stress;6.482832717925534;6.36426861846665;2.939272466192437
0;EEG P3;cD4;Relaxed;6.994223540587081;6.692696397571858;6.103021708942077
0;EEG P3;cD4;Stress;6.8433305314047015;6.205571702874002;2.4726286271135893
0;EEG P3;cD3;Relaxed;6.852562587681129;6.434319608208815;6.3170499296741465
0;EEG P3;cD3;Stress;6.734083346531778;5.853533401188736;2.756729446224128
0;EEG P3;cD2;Relaxed;6.565904110825322;6.623752358256831;6.133255309948979
0;EEG P3;cD2;Stress;5.851888769246591;5.969081197176141;2.5833895700340936
0;EEG P3;cD1;Relaxed;6.073843104340609;5.048584498265712;5.942905259081198
0;EEG P3;cD1;Stress;4.695257134902102;7.056164737995472;6.165811363749131
0;EEG P4;cA8;Relaxed;6.745589996047479;6.65052798119682;3.9501869345357172
0;EEG P4;cA8;Stress;6.64323336702061;5.870067152723328;4.526700343490952
0;EEG P4;cD8;Relaxed;6.953986931513363;6.677793816510988;5.756975702025034
0;EEG P4;cD8;Stress;6.97461284767329;6.422991355759944;4.552282542163143
0;EEG P4;cD7;Relaxed;7.151553394582079;6.9985519096582545;5.680817108579983
0;EEG P4;cD7;Stress;7.079579509097008;6.849063264182421;4.088932410300563
0;EEG P4;cD6;Relaxed;6.859941083432616;6.8003264290162315;5.632903856894835
0;EEG P4;cD6;Stress;7.11325355155919;6.758321937419167;4.732477671480719
0;EEG P4;cD5;Relaxed;6.861605733786024;6.797618218038718;5.190870570295513
0;EEG P4;cD5;Stress;6.64908879510822;6.4606961644618295;2.8368355337168825
0;EEG P4;cD4;Relaxed;6.828152477966043;6.549241341272175;6.10379585987316
0;EEG P4;cD4;Stress;6.855245795059103;6.3095215553084785;2.8371880901866646
0;EEG P4;cD3;Relaxed;6.954952531883854;6.552831964377649;6.104299205348128
0;EEG P4;cD3;Stress;6.703234919659699;5.821559587950782;2.630963362073121
0;EEG P4;cD2;Relaxed;6.549528072990652;6.500022934451294;5.954809185850886
0;EEG P4;cD2;Stress;5.84301674027941;6.000252871047854;2.645632716692098
0;EEG P4;cD1;Relaxed;6.023871156071603;5.068807338478855;6.0565100810351
0;EEG P4;cD1;Stress;5.165797602273457;7.0991236646647815;6.3811170808872495
0;EEG O1;cA8;Relaxed;6.913304644036213;6.538940447950802;2.8337916322249335
0;EEG O1;cA8;Stress;6.818260882947416;6.116177475656347;4.923425146373324
0;EEG O1;cD8;Relaxed;6.827974807704807;6.512934738274525;5.848805285430483
0;EEG O1;cD8;Stress;7.017593258363476;6.648491512053801;4.63636733566644
0;EEG O1;cD7;Relaxed;7.0842429968568394;7.045701651371148;5.848333701405074
0;EEG O1;cD7;Stress;7.161276957420176;6.662552081968084;3.9347810633501052
0;EEG O1;cD6;Relaxed;6.859913252308221;7.1690212665600415;5.975190507425232
0;EEG O1;cD6;Stress;7.126349765062785;7.065994033696494;4.783483957412068
0;EEG O1;cD5;Relaxed;6.75755688465461;6.592440309634355;5.601446325963492
0;EEG O1;cD5;Stress;6.890425267932019;5.964756391880842;3.310746488116538
0;EEG O1;cD4;Relaxed;6.668124180407257;6.8964018198435495;6.2453823909312245
0;EEG O1;cD4;Stress;6.848482791411609;5.824447156325563;2.6463821996410983
0;EEG O1;cD3;Relaxed;6.869498126523027;6.578670903628165;6.28604217773616
0;EEG O1;cD3;Stress;6.918079207707215;5.765268781951348;2.692536087379837
0;EEG O1;cD2;Relaxed;6.4978057764844985;6.429772161423067;6.186392929889081
0;EEG O1;cD2;Stress;6.289466114334289;6.028554879724365;2.7411961888453056
0;EEG O1;cD1;Relaxed;6.165580613829148;4.861154091589679;6.226078321197327
0;EEG O1;cD1;Stress;5.3637290665897925;7.090688021273514;6.297745859940245
0;EEG O2;cA8;Relaxed;6.5941117156651945;6.45651090883257;3.9410328215703294
0;EEG O2;cA8;Stress;6.692320914303561;6.335228752717784;4.089643022935541
0;EEG O2;cD8;Relaxed;6.705836488220031;6.587706123667006;5.595973202073112
0;EEG O2;cD8;Stress;7.034111143833408;6.621927894723279;4.867551231222988
0;EEG O2;cD7;Relaxed;7.123126266347038;7.056479864576547;5.99674646906187
0;EEG O2;cD7;Stress;7.232003437531066;6.862050402462502;4.109638325263193
0;EEG O2;cD6;Relaxed;6.793691468558404;6.909080848141629;5.543534116761792
0;EEG O2;cD6;Stress;6.879522386373532;7.019336690947185;4.848101845318514
0;EEG O2;cD5;Relaxed;6.918540943582621;6.466637549973452;5.080692280306641
0;EEG O2;cD5;Stress;6.872588252934035;5.879293705542423;3.455060476393082
0;EEG O2;cD4;Relaxed;6.857718672909026;6.588232530058663;5.919026844651305
0;EEG O2;cD4;Stress;6.681750613935956;5.729830731729728;2.6232692499000025
0;EEG O2;cD3;Relaxed;6.7407432282350035;6.646566655922264;6.071239806073008
0;EEG O2;cD3;Stress;6.618435110056219;5.84236169375299;2.5579758255334695
0;EEG O2;cD2;Relaxed;6.377966067138475;6.685941546513424;6.175766499525444
0;EEG O2;cD2;Stress;6.1420343019137915;6.010899529622052;2.69512460393453
0;EEG O2;cD1;Relaxed;5.214684644507859;5.293893180020599;6.110925197381254
0;EEG O2;cD1;Stress;5.077254328603948;7.061142787558778;6.281467833040169
0;EEG Fz;cA8;Relaxed;6.87070122902514;6.183878407689815;3.557193904646354
0;EEG Fz;cA8;Stress;6.638775616939629;5.55765092170036;4.066427484358512
0;EEG Fz;cD8;Relaxed;6.886136389459024;6.6296601739705086;5.551528757628667
0;EEG Fz;cD8;Stress;6.743227843484918;6.555809442412555;4.652817270166203
0;EEG Fz;cD7;Relaxed;6.9605211045511295;7.096614422980012;6.157436825288231
0;EEG Fz;cD7;Stress;6.979904170968375;6.938169540409861;3.764258742318589
0;EEG Fz;cD6;Relaxed;6.937201434537712;7.295958062857508;6.3811170808872495
0;EEG Fz;cD6;Stress;7.114630245334545;6.9209936309763895;4.491745238050539
0;EEG Fz;cD5;Relaxed;6.997639136626314;6.4449074902795385;4.9712120240553705
0;EEG Fz;cD5;Stress;7.221668522978125;6.168516539119015;3.490521275897909
0;EEG Fz;cD4;Relaxed;7.166564010108428;6.891235589619317;5.938330914385204
0;EEG Fz;cD4;Stress;7.112571382700975;6.22351893105963;2.777817697122412
0;EEG Fz;cD3;Relaxed;6.980064869935127;6.339659396510258;6.392820763091334
0;EEG Fz;cD3;Stress;6.713503242026746;5.75926119080046;3.0119627860975577
0;EEG Fz;cD2;Relaxed;6.800857888884732;6.208419574205377;6.282241983971252
0;EEG Fz;cD2;Stress;5.994314111341833;5.826802400627841;2.5838188414289203
0;EEG Fz;cD1;Relaxed;5.167005746210073;5.219442419111841;5.95968663145624
0;EEG Fz;cD1;Stress;5.36057703221813;7.156228220782259;6.322127619845103
0;EEG Cz;cA8;Relaxed;7.034696018076439;6.545752073363504;3.8566110522806043
0;EEG Cz;cA8;Stress;6.6608378303739535;6.0586378309059015;4.099475522001275
0;EEG Cz;cD8;Relaxed;6.822321722929983;6.5400562632592925;5.986188929614931
0;EEG Cz;cD8;Stress;6.749653299276574;6.601384229900004;4.337336332705593
0;EEG Cz;cD7;Relaxed;7.242994079037769;6.442468578174958;4.627872355440307
0;EEG Cz;cD7;Stress;6.7851254608339575;6.82353821069335;4.153750988567253
0;EEG Cz;cD6;Relaxed;7.245603895460754;6.406706021152345;6.303597701042286
0;EEG Cz;cD6;Stress;6.796020871963987;6.67173254341858;4.362829826194672
0;EEG Cz;cD5;Relaxed;7.209222065509914;6.503213557039758;5.10874882692077
0;EEG Cz;cD5;Stress;7.054139937237831;6.423830058302972;3.43209965536777
0;EEG Cz;cD4;Relaxed;7.116677483199832;6.746603351345811;6.102047313445388
0;EEG Cz;cD4;Stress;7.30336357431903;6.308284613481137;2.6981159962253756
0;EEG Cz;cD3;Relaxed;6.881034431357103;6.603066811442602;6.293171515244255
0;EEG Cz;cD3;Stress;6.512093238674645;5.724699692087122;3.0156617222495132
0;EEG Cz;cD2;Relaxed;5.767722740520314;6.60818753217363;6.009998453128125
0;EEG Cz;cD2;Stress;5.290327447067465;6.102333031934539;2.6945335029614927
0;EEG Cz;cD1;Relaxed;4.544460009270755;5.403241800340098;6.101273162514304
0;EEG Cz;cD1;Stress;4.083851373926576;7.1037255637489505;6.29111986790712
0;EEG Pz;cA8;Relaxed;6.939146741494465;6.507094617840912;3.3791284706855564
0;EEG Pz;cA8;Stress;6.72441383693347;5.925972600518303;4.426288208356154
0;EEG Pz;cD8;Relaxed;6.980154712391158;6.829298930917489;5.8138580962335205
0;EEG Pz;cD8;Stress;6.998490631153226;6.525028576466594;4.410769974290908
0;EEG Pz;cD7;Relaxed;7.09975624454222;7.146801131404754;6.147460418483557
0;EEG Pz;cD7;Stress;6.851327411238817;6.912732710792001;3.937194627941241
0;EEG Pz;cD6;Relaxed;6.870762369757708;7.177292514965426;6.013798646893031
0;EEG Pz;cD6;Stress;6.965669101610452;6.927554076931978;4.18412378945294
